ward_id,metro,registered,valid,spoilt,n_vd,turnout,spoilt_rate,winner,winner_share,margin,enp,share_ANC,share_DA,share_EFF,share_ActionSA,tent_share,deprivation_score,pred_turnout,ward_gap_pp,risk_tier,forecast_2026,forecast_lo,forecast_hi,ward_num,top_vds
79700085,Ekurhuleni,11813,6527,127,5,0.5633,0.0191,ANC,0.799,0.7043,1.533,0.799,0.0522,0.0947,0.0,0.0,0.6533,0.4269,13.639,Low risk,0.5343,0.4823,0.5863,85,"[{'VotingDistrict': 33030010, 'station': 'HOLINESS UNION CHURCH', 'station_type': 'Church', 'registered': 2360, 'turnout': 0.5677966101694916, 'tent': 0}, {'VotingDistrict': 33030278, 'station': 'LETSIE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2088, 'turnout': 0.5924329501915708, 'tent': 0}, {'VotingDistrict': 33030302, 'station': 'NCHABELENG SCHOOL', 'station_type': 'School', 'registered': 2293, 'turnout': 0.5782817269952027, 'tent': 0}]"
79700086,Ekurhuleni,12892,7619,189,8,0.6056,0.0242,ANC,0.8281,0.7489,1.437,0.8281,0.047,0.0791,0.0,0.2544,0.95,0.4103,19.5345,Low risk,0.58,0.528,0.632,86,"[{'VotingDistrict': 33030537, 'station': 'TENT EXTENSION 17 OPEN SPACE NXT TO HOUSE NO 176', 'station_type': 'Tent', 'registered': 1463, 'turnout': 0.6117566643882434, 'tent': 1}, {'VotingDistrict': 33030582, 'station': 'RIVER OF LIFE CHURCH', 'station_type': 'Church', 'registered': 932, 'turnout': 0.47854077253218885, 'tent': 0}, {'VotingDistrict': 33080105, 'station': 'ASSER MALOKA HIGH SCHOOL', 'station_type': 'School', 'registered': 1646, 'turnout': 0.6555285540704738, 'tent': 0}]"
79700087,Ekurhuleni,13018,7607,233,6,0.6022,0.0297,ANC,0.8488,0.7805,1.3731,0.8488,0.0381,0.0684,0.0,0.3727,0.95,0.4021,20.017,Low risk,0.5979,0.5459,0.6499,87,"[{'VotingDistrict': 33080060, 'station': 'MASECHABAVIEW (SEAD)CLINIC', 'station_type': 'Other', 'registered': 2086, 'turnout': 0.5838926174496645, 'tent': 0}, {'VotingDistrict': 33080071, 'station': 'TENT (NEXT TO RETENTION DAM)', 'station_type': 'Tent', 'registered': 3756, 'turnout': 0.5921192758253461, 'tent': 1}, {'VotingDistrict': 33080093, 'station': 'DUDUZA MULTIPURPOSE CENTRE', 'station_type': 'Hall/Centre', 'registered': 1365, 'turnout': 0.5487179487179488, 'tent': 0}]"
79700088,Ekurhuleni,16063,10066,148,8,0.6359,0.0145,DA,0.5829,0.2739,2.2781,0.309,0.5829,0.0415,0.0,0.0992,0.6923,0.4915,14.4362,Low risk,0.6217,0.5697,0.6737,88,"[{'VotingDistrict': 33080015, 'station': 'MACKENZIEVILLE COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 2510, 'turnout': 0.595219123505976, 'tent': 0}, {'VotingDistrict': 33080026, 'station': 'ALRAPARK COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 2697, 'turnout': 0.5769373377827215, 'tent': 0}, {'VotingDistrict': 33080037, 'station': 'NIGEL HIGH SCHOOL', 'station_type': 'School', 'registered': 2838, 'turnout': 0.6941508104298802, 'tent': 0}]"
79700089,Ekurhuleni,13099,6562,88,7,0.5077,0.0132,ANC,0.5108,0.2005,2.6076,0.5108,0.1618,0.3103,0.0,0.0,0.6077,0.4179,8.9793,Low risk,0.4845,0.4325,0.5365,89,"[{'VotingDistrict': 32890406, 'station': 'TERSIA KING LEARNING ACADEMY', 'station_type': 'School', 'registered': 2322, 'turnout': 0.540913006029285, 'tent': 0}, {'VotingDistrict': 32890619, 'station': 'AFRICAN COPTIC ORTHODOX CHURCH', 'station_type': 'Church', 'registered': 2711, 'turnout': 0.466617484323128, 'tent': 0}, {'VotingDistrict': 32890653, 'station': 'THEMBINKOSI SCHOOL FOR LSEN', 'station_type': 'School', 'registered': 2562, 'turnout': 0.4676034348165496, 'tent': 0}]"
79700090,Ekurhuleni,14284,6150,174,6,0.4427,0.0275,ANC,0.4707,0.2042,3.1864,0.4707,0.0837,0.2665,0.0,0.0,0.6504,0.3979,4.4812,Low risk,0.4372,0.3852,0.4892,90,"[{'VotingDistrict': 32890473, 'station': 'ARMOUR FOUNDATION PRIVATE SCHOOL', 'station_type': 'School', 'registered': 3510, 'turnout': 0.3800569800569801, 'tent': 0}, {'VotingDistrict': 32890642, 'station': 'EHLANZENI HOSTEL HALL', 'station_type': 'Hall/Centre', 'registered': 2499, 'turnout': 0.4001600640256102, 'tent': 0}, {'VotingDistrict': 32890675, 'station': 'NCP HALL', 'station_type': 'Hall/Centre', 'registered': 3269, 'turnout': 0.46222086264912815, 'tent': 0}]"
79700091,Ekurhuleni,13452,8927,167,4,0.676,0.0184,DA,0.655,0.4249,2.0394,0.2301,0.655,0.0905,0.0,0.0,0.3666,0.5241,15.1934,Low risk,0.6572,0.6052,0.7092,91,"[{'VotingDistrict': 32890484, 'station': 'COEN SCHOLTZ COMMUNITY CENTRE HALL', 'station_type': 'Hall/Centre', 'registered': 5109, 'turnout': 0.6380896457232335, 'tent': 0}, {'VotingDistrict': 32890495, 'station': 'JEUGPARK LAERSKOOL', 'station_type': 'School', 'registered': 3764, 'turnout': 0.6517003188097769, 'tent': 0}, {'VotingDistrict': 32890518, 'station': 'NORKEM PARK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2582, 'turnout': 0.703718048024787, 'tent': 0}]"
79700092,Ekurhuleni,15440,10273,63,6,0.6694,0.0061,DA,0.7882,0.6818,1.5702,0.1064,0.7882,0.0569,0.0,0.0,0.3177,0.5698,9.9601,Low risk,0.6639,0.6119,0.7159,92,"[{'VotingDistrict': 33060877, 'station': 'ITHEMBELIHLE LSEN SCHOOL', 'station_type': 'School', 'registered': 2101, 'turnout': 0.6987148976677773, 'tent': 0}, {'VotingDistrict': 33060888, 'station': 'GOUDRIF HIGH SCHOOL', 'station_type': 'School', 'registered': 3677, 'turnout': 0.7266793581724231, 'tent': 0}, {'VotingDistrict': 33060899, 'station': 'LAERSKOOL OOSTERKRUIN', 'station_type': 'School', 'registered': 2530, 'turnout': 0.7142292490118577, 'tent': 0}]"
79700093,Ekurhuleni,14427,5810,182,4,0.4153,0.0304,ANC,0.5933,0.3232,2.3202,0.5933,0.0608,0.2701,0.0,0.3016,0.95,0.3883,2.7009,Low risk,0.3923,0.3403,0.4443,93,"[{'VotingDistrict': 33020491, 'station': 'LIVING WATERS ASSEMBLY', 'station_type': 'Other', 'registered': 3310, 'turnout': 0.46132930513595166, 'tent': 0}, {'VotingDistrict': 33060754, 'station': 'GOOD HOPE PRE-SCHOOL', 'station_type': 'School', 'registered': 2799, 'turnout': 0.42157913540550196, 'tent': 0}, {'VotingDistrict': 33060765, 'station': 'VUKUKHANYE PRE-SCHOOL', 'station_type': 'School', 'registered': 3967, 'turnout': 0.3118225359213512, 'tent': 0}]"
79700094,Ekurhuleni,13839,9966,19,5,0.7215,0.0019,DA,0.6949,0.5104,1.9117,0.1844,0.6949,0.0724,0.0,0.0,0.3293,0.5384,18.3114,Low risk,0.695,0.643,0.747,94,"[{'VotingDistrict': 33000220, 'station': 'BRACKEN PARK COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 4155, 'turnout': 0.6823104693140795, 'tent': 0}, {'VotingDistrict': 33000264, 'station': 'ALBERTON FIRE STATION', 'station_type': 'Other', 'registered': 4685, 'turnout': 0.7466382070437567, 'tent': 0}, {'VotingDistrict': 33000387, 'station': 'ST FRANCIS CHURCH', 'station_type': 'Church', 'registered': 1599, 'turnout': 0.7804878048780488, 'tent': 0}]"
79700095,Ekurhuleni,16046,8728,86,6,0.5493,0.0098,ANC,0.6854,0.4959,1.95,0.6854,0.0799,0.1895,0.0,0.2477,0.95,0.4036,14.5741,Low risk,0.5269,0.4749,0.5789,95,"[{'VotingDistrict': 33020019, 'station': 'LETHULWAZI SECONDARY SCHOOL', 'station_type': 'School', 'registered': 3982, 'turnout': 0.5534907081868408, 'tent': 0}, {'VotingDistrict': 33020020, 'station': 'MAMPUDI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3357, 'turnout': 0.5296395591301758, 'tent': 0}, {'VotingDistrict': 33020615, 'station': 'VACANT SITE-MAPLETON EXT10 (TENT)', 'station_type': 'Tent', 'registered': 3974, 'turnout': 0.5231504781077001, 'tent': 1}]"
79700096,Ekurhuleni,13749,7120,258,4,0.5366,0.035,ANC,0.7532,0.6037,1.6818,0.7532,0.0603,0.1496,0.0,0.2357,0.95,0.4073,12.9365,Low risk,0.4986,0.4466,0.5506,96,"[{'VotingDistrict': 33010298, 'station': 'PUTFONTEIN PORTION 100 (TENT)', 'station_type': 'Tent', 'registered': 3240, 'turnout': 0.5530864197530864, 'tent': 1}, {'VotingDistrict': 33010311, 'station': 'PORTION 37 OF PUTFONTEIN', 'station_type': 'Other', 'registered': 2770, 'turnout': 0.5555956678700361, 'tent': 0}, {'VotingDistrict': 33010355, 'station': 'AFRICAN CHURCH', 'station_type': 'Church', 'registered': 4385, 'turnout': 0.5112884834663626, 'tent': 0}]"
79700097,Ekurhuleni,15035,9198,120,5,0.6198,0.0129,DA,0.8012,0.6956,1.5221,0.1056,0.8012,0.022,0.0,0.3056,0.95,0.5518,6.7933,Low risk,0.6056,0.5536,0.6576,97,"[{'VotingDistrict': 33030021, 'station': 'INDOOR SPORTS CENTRE', 'station_type': 'Hall/Centre', 'registered': 2455, 'turnout': 0.6256619144602852, 'tent': 0}, {'VotingDistrict': 33030032, 'station': 'TOWN HALL', 'station_type': 'Hall/Centre', 'registered': 4006, 'turnout': 0.5708936595107339, 'tent': 0}, {'VotingDistrict': 33030043, 'station': 'HOËRSKOOL DIE ANKER', 'station_type': 'Other', 'registered': 3252, 'turnout': 0.6931119311193112, 'tent': 0}]"
79700098,Ekurhuleni,12069,6853,116,6,0.5774,0.0166,ANC,0.8481,0.7731,1.3743,0.8481,0.0428,0.075,0.0,0.0,0.6567,0.4285,14.8893,Low risk,0.564,0.512,0.616,98,"[{'VotingDistrict': 33080138, 'station': 'LUCKY MKHWANAZI CLINIC', 'station_type': 'Other', 'registered': 2883, 'turnout': 0.557058619493583, 'tent': 0}, {'VotingDistrict': 33080149, 'station': 'NN NDEBELE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2007, 'turnout': 0.5266567015445939, 'tent': 0}, {'VotingDistrict': 33080172, 'station': 'IPHAHAMISENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2024, 'turnout': 0.5805335968379447, 'tent': 0}]"
79700099,Ekurhuleni,15675,8425,172,6,0.5485,0.02,ANC,0.7079,0.5593,1.8736,0.7079,0.098,0.1486,0.0,0.1118,0.948,0.4183,13.0129,Low risk,0.5321,0.4801,0.5841,99,"[{'VotingDistrict': 33020301, 'station': 'WINDMILL PARK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 5717, 'turnout': 0.4750743396886479, 'tent': 0}, {'VotingDistrict': 33020604, 'station': 'VACANT SITE ULUNDI TAXI RANK', 'station_type': 'Other', 'registered': 4268, 'turnout': 0.5817713214620431, 'tent': 0}, {'VotingDistrict': 33020693, 'station': 'THULASIZWE PRIMARY SCHO0L', 'station_type': 'School', 'registered': 1643, 'turnout': 0.5276932440657334, 'tent': 0}]"
79700100,Ekurhuleni,14328,5634,129,5,0.4022,0.0224,ANC,0.4826,0.0722,2.4525,0.4826,0.074,0.4104,0.0,0.0,0.6729,0.4052,-0.3025,Medium risk,0.3866,0.3346,0.4386,100,"[{'VotingDistrict': 32890147, 'station': 'MORITING PARK MUNICIPAL PROPERTY', 'station_type': 'Other', 'registered': 2949, 'turnout': 0.43540183112919634, 'tent': 0}, {'VotingDistrict': 32890170, 'station': 'SETHOKGA HOSTEL HALL', 'station_type': 'Hall/Centre', 'registered': 4513, 'turnout': 0.351872368712608, 'tent': 0}, {'VotingDistrict': 32890181, 'station': 'SETHOKGA HOSTEL PARK', 'station_type': 'Other', 'registered': 3284, 'turnout': 0.402557856272838, 'tent': 0}]"
79700101,Ekurhuleni,13146,7217,122,5,0.5583,0.0166,ANC,0.7851,0.6669,1.5766,0.7851,0.0413,0.1182,0.0,0.1562,0.95,0.4129,14.5386,Low risk,0.5203,0.4683,0.5723,101,"[{'VotingDistrict': 33060136, 'station': 'BAPTIST COMMUNITY  CHURCH', 'station_type': 'Church', 'registered': 2908, 'turnout': 0.5165061898211829, 'tent': 0}, {'VotingDistrict': 33060147, 'station': 'OLD APOSTOLIC CHURCH', 'station_type': 'Church', 'registered': 1737, 'turnout': 0.5877950489349453, 'tent': 0}, {'VotingDistrict': 33060169, 'station': 'CHIVIRIKANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3273, 'turnout': 0.5698136266422242, 'tent': 0}]"
79700102,Ekurhuleni,16702,7451,141,6,0.4546,0.0186,EFF,0.4638,0.0015,2.3165,0.4624,0.0442,0.4638,0.0,0.0,0.6538,0.4022,5.2388,Low risk,0.4346,0.3826,0.4866,102,"[{'VotingDistrict': 32890754, 'station': 'A MAPHETHO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3219, 'turnout': 0.5240757999378689, 'tent': 0}, {'VotingDistrict': 32910072, 'station': 'APOSTOLIC SAVES GOSPEL CHURH', 'station_type': 'Other', 'registered': 2572, 'turnout': 0.322706065318818, 'tent': 0}, {'VotingDistrict': 32910263, 'station': 'MPUMELELO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4988, 'turnout': 0.3682838813151564, 'tent': 0}]"
79700103,Ekurhuleni,13506,7594,242,4,0.5802,0.0309,ANC,0.7763,0.6398,1.5933,0.7763,0.1364,0.0801,0.0,0.1713,0.95,0.4243,15.5923,Low risk,0.5576,0.5056,0.6096,103,"[{'VotingDistrict': 33000039, 'station': 'NQUBELA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3549, 'turnout': 0.5996055226824457, 'tent': 0}, {'VotingDistrict': 33060158, 'station': 'PALM RIDGE COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 5372, 'turnout': 0.4931124348473567, 'tent': 0}, {'VotingDistrict': 33061104, 'station': 'KWENELE REGIONAL PARK', 'station_type': 'Other', 'registered': 2272, 'turnout': 0.6694542253521126, 'tent': 0}]"
79700104,Ekurhuleni,15809,10331,113,5,0.6606,0.0108,DA,0.7238,0.5722,1.8029,0.1517,0.7238,0.0839,0.0,0.0,0.3445,0.5491,11.1571,Low risk,0.6288,0.5768,0.6808,104,"[{'VotingDistrict': 32890530, 'station': 'MOOIFONTEIN LAERSKOOL', 'station_type': 'School', 'registered': 4136, 'turnout': 0.6789168278529981, 'tent': 0}, {'VotingDistrict': 32890541, 'station': 'WESTSIDE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3948, 'turnout': 0.5937183383991894, 'tent': 0}, {'VotingDistrict': 32890563, 'station': 'EDLEEN PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2877, 'turnout': 0.6339937434827946, 'tent': 0}]"
79700105,Ekurhuleni,12187,8322,54,6,0.6873,0.0064,DA,0.8464,0.7729,1.38,0.0735,0.8464,0.0216,0.0,0.0,0.2901,0.5874,9.9886,Low risk,0.6643,0.6123,0.7163,105,"[{'VotingDistrict': 33030054, 'station': 'HOUSE OF REVIVAL CHURCH', 'station_type': 'Church', 'registered': 908, 'turnout': 0.4944933920704846, 'tent': 0}, {'VotingDistrict': 33030076, 'station': 'DIE AREND PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1478, 'turnout': 0.6055480378890392, 'tent': 0}, {'VotingDistrict': 33030087, 'station': 'DALVIEW PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3953, 'turnout': 0.717682772577789, 'tent': 0}]"
79700106,Ekurhuleni,15722,11337,20,4,0.7224,0.0018,DA,0.8607,0.8003,1.3393,0.0604,0.8607,0.0183,0.0,0.5222,0.95,0.5555,16.6816,Low risk,0.7068,0.6548,0.7588,106,"[{'VotingDistrict': 33000253, 'station': 'TENT (INFO KIOSK)', 'station_type': 'Tent', 'registered': 6250, 'turnout': 0.71712, 'tent': 1}, {'VotingDistrict': 33000286, 'station': 'ALBERTON HIGH SCHOOL', 'station_type': 'School', 'registered': 3710, 'turnout': 0.7336927223719677, 'tent': 0}, {'VotingDistrict': 33000297, 'station': 'ALBERTON LIBRARY AUDITORIUM', 'station_type': 'Other', 'registered': 3802, 'turnout': 0.7077853761178328, 'tent': 0}]"
79700107,Ekurhuleni,13305,7739,101,6,0.5893,0.0129,ANC,0.7129,0.555,1.8386,0.7129,0.1026,0.1579,0.0,0.0,0.6161,0.427,16.2234,Low risk,0.5999,0.5479,0.6519,107,"[{'VotingDistrict': 33020031, 'station': 'NAGENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2375, 'turnout': 0.5789473684210527, 'tent': 0}, {'VotingDistrict': 33020671, 'station': 'NEW LIFE BIBLE CHRISTIAN CHURCH', 'station_type': 'Church', 'registered': 1540, 'turnout': 0.6103896103896104, 'tent': 0}, {'VotingDistrict': 33020750, 'station': 'TSWELOPELE CLINIC', 'station_type': 'Other', 'registered': 1095, 'turnout': 0.6785388127853881, 'tent': 0}]"
79700108,Ekurhuleni,12910,7232,162,4,0.5727,0.0219,ANC,0.7768,0.7062,1.6238,0.7768,0.0462,0.0707,0.0,0.2832,0.95,0.4058,16.6932,Low risk,0.5582,0.5062,0.6102,108,"[{'VotingDistrict': 33060079, 'station': 'KATLEHONG SOUTH SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2645, 'turnout': 0.5240075614366729, 'tent': 0}, {'VotingDistrict': 33060080, 'station': 'KATLEHONG SOUTH PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4360, 'turnout': 0.5690366972477064, 'tent': 0}, {'VotingDistrict': 33060091, 'station': 'ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA', 'station_type': 'Church', 'registered': 2249, 'turnout': 0.5980435749221876, 'tent': 0}]"
79700109,Ekurhuleni,14293,7814,189,6,0.5599,0.0236,ANC,0.7188,0.6035,1.8377,0.7188,0.0459,0.1153,0.0,0.1096,0.95,0.413,14.6905,Low risk,0.547,0.495,0.599,109,"[{'VotingDistrict': 33010186, 'station': 'WJ MPENGESI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2296, 'turnout': 0.6054006968641115, 'tent': 0}, {'VotingDistrict': 33010197, 'station': 'TENT (EXT 7 SOCCER FIELD)', 'station_type': 'Tent', 'registered': 1566, 'turnout': 0.669220945083014, 'tent': 1}, {'VotingDistrict': 33010210, 'station': 'QUANTUM SECONDARY SCHOOL', 'station_type': 'School', 'registered': 1539, 'turnout': 0.6140350877192983, 'tent': 0}]"
79700110,Ekurhuleni,17040,9161,259,6,0.5528,0.0275,ANC,0.7355,0.6002,1.7624,0.7355,0.0812,0.1354,0.0,0.0,0.6413,0.426,12.682,Low risk,0.5351,0.4831,0.5871,110,"[{'VotingDistrict': 33010489, 'station': 'BAFO CHICO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2146, 'turnout': 0.51071761416589, 'tent': 0}, {'VotingDistrict': 33010502, 'station': 'SOZIZWE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1640, 'turnout': 0.5414634146341464, 'tent': 0}, {'VotingDistrict': 33010513, 'station': 'UNITY SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2769, 'turnout': 0.5521849042975804, 'tent': 0}]"
79700111,Ekurhuleni,12577,6873,178,7,0.5606,0.0252,ANC,0.6242,0.4329,2.2477,0.6242,0.1913,0.1334,0.0,0.1668,0.95,0.42,14.0608,Low risk,0.515,0.463,0.567,111,"[{'VotingDistrict': 33030559, 'station': 'THE METHODIST CHURCH OF SOUTHERN AFRICA', 'station_type': 'Church', 'registered': 1091, 'turnout': 0.6507791017415215, 'tent': 0}, {'VotingDistrict': 33030616, 'station': 'HOUSE OF RESTORATION CHURCH', 'station_type': 'Church', 'registered': 1127, 'turnout': 0.6699201419698314, 'tent': 0}, {'VotingDistrict': 33080228, 'station': 'DUNNOTTAR PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3150, 'turnout': 0.5952380952380952, 'tent': 0}]"
79700112,Ekurhuleni,13204,6976,176,7,0.5417,0.0246,ANC,0.7132,0.5469,1.8447,0.7132,0.0636,0.1663,0.0,0.0,0.6473,0.4211,12.0551,Low risk,0.525,0.473,0.577,112,"[{'VotingDistrict': 33030065, 'station': 'TWELVE APOSTLE CHURCH OF AFRICA', 'station_type': 'Church', 'registered': 3001, 'turnout': 0.5344885038320559, 'tent': 0}, {'VotingDistrict': 33030290, 'station': 'PHUMLANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1743, 'turnout': 0.5892139988525531, 'tent': 0}, {'VotingDistrict': 33030380, 'station': 'BUHLEBEMFUNDO SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2818, 'turnout': 0.5372604684173172, 'tent': 0}]"
79800001,Johannesburg,14294,5510,122,6,0.394,0.0217,ANC,0.6027,0.49,2.5394,0.6027,0.0702,0.1127,0.0766,0.0,0.6955,0.4125,-1.8471,Medium risk,0.3831,0.3311,0.4351,1,"[{'VotingDistrict': 32860728, 'station': 'THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL', 'station_type': 'Church', 'registered': 3554, 'turnout': 0.2782779966235228, 'tent': 0}, {'VotingDistrict': 32860896, 'station': 'TSHEPANA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1398, 'turnout': 0.376967095851216, 'tent': 0}, {'VotingDistrict': 32860919, 'station': 'THAMSANQA SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2330, 'turnout': 0.5862660944206008, 'tent': 0}]"
79800002,Johannesburg,14308,5331,87,8,0.3787,0.0161,ANC,0.5029,0.2337,2.9307,0.5029,0.1118,0.2692,0.0295,0.1883,0.95,0.393,-1.4362,Medium risk,0.4043,0.3523,0.4563,2,"[{'VotingDistrict': 32861011, 'station': 'QOQA SECONDARY SCHOOL', 'station_type': 'School', 'registered': 1914, 'turnout': 0.3949843260188088, 'tent': 0}, {'VotingDistrict': 32861033, 'station': 'TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA', 'station_type': 'Tent', 'registered': 1402, 'turnout': 0.29243937232524964, 'tent': 1}, {'VotingDistrict': 32862359, 'station': 'LANGALIBALELE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2701, 'turnout': 0.34431691965938543, 'tent': 0}]"
79800003,Johannesburg,13325,4986,110,7,0.3824,0.0216,ANC,0.5638,0.3533,2.6664,0.5638,0.0598,0.2105,0.0602,0.0,0.6975,0.4053,-2.2908,Medium risk,0.3681,0.3161,0.4201,3,"[{'VotingDistrict': 32860874, 'station': 'LESHATA SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2580, 'turnout': 0.35891472868217056, 'tent': 0}, {'VotingDistrict': 32860908, 'station': 'RADIPABI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2462, 'turnout': 0.38464662875710803, 'tent': 0}, {'VotingDistrict': 32860920, 'station': 'LAUS DEO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1409, 'turnout': 0.3456352022711143, 'tent': 0}]"
79800004,Johannesburg,17574,6980,65,7,0.4009,0.0092,ANC,0.655,0.5274,2.1835,0.655,0.0557,0.1277,0.0764,0.0,0.7039,0.4159,-1.5049,Medium risk,0.3934,0.3414,0.4454,4,"[{'VotingDistrict': 32860852, 'station': 'INTLONIPHO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3370, 'turnout': 0.36468842729970324, 'tent': 0}, {'VotingDistrict': 32860863, 'station': 'VULANINDLELA SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2106, 'turnout': 0.402659069325736, 'tent': 0}, {'VotingDistrict': 32860885, 'station': 'REITUMETSE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 533, 'turnout': 0.3133208255159475, 'tent': 0}]"
79800005,Johannesburg,16037,5670,76,8,0.3583,0.0132,ANC,0.5984,0.4289,2.4992,0.5984,0.0519,0.1695,0.0677,0.0722,0.9177,0.4035,-4.5176,Medium risk,0.347,0.295,0.399,5,"[{'VotingDistrict': 32860717, 'station': 'GOVAN MBEKI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4116, 'turnout': 0.3530126336248785, 'tent': 0}, {'VotingDistrict': 32860942, 'station': 'ST CHARLES LWANGA EDUCATION AND TRAINING CENTRE', 'station_type': 'Hall/Centre', 'registered': 2149, 'turnout': 0.19404374127501164, 'tent': 0}, {'VotingDistrict': 32860997, 'station': 'IMFUNDU THUTO DAYCARE', 'station_type': 'Other', 'registered': 1002, 'turnout': 0.40219560878243515, 'tent': 0}]"
79800006,Johannesburg,18549,8171,197,11,0.4511,0.0235,ANC,0.5636,0.4476,2.8252,0.5636,0.0451,0.1159,0.0486,0.0167,0.717,0.4027,4.8396,Low risk,0.4201,0.3681,0.4721,6,"[{'VotingDistrict': 32862371, 'station': 'THUTHUKANI-TSWELOPELE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3233, 'turnout': 0.44355088153417876, 'tent': 0}, {'VotingDistrict': 32862382, 'station': 'SAKHISIZWE SECONDARY SCHOOL', 'station_type': 'School', 'registered': 3987, 'turnout': 0.2992224730373715, 'tent': 0}, {'VotingDistrict': 32862427, 'station': 'GODS PLAN CHURCH', 'station_type': 'Church', 'registered': 1019, 'turnout': 0.4592737978410206, 'tent': 0}]"
79800007,Johannesburg,19786,9511,127,9,0.4871,0.0132,ANC,0.3755,0.0391,3.6156,0.3755,0.1215,0.0614,0.0502,0.0684,0.7983,0.389,9.8161,Low risk,0.4896,0.4376,0.5416,7,"[{'VotingDistrict': 32861044, 'station': 'ENNERDALE EVANGELIC CHURCH', 'station_type': 'Church', 'registered': 2780, 'turnout': 0.5348920863309352, 'tent': 0}, {'VotingDistrict': 32861055, 'station': 'MID-ENNERDALE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3991, 'turnout': 0.5281884239538963, 'tent': 0}, {'VotingDistrict': 32861066, 'station': 'FRED NORMAN SECONDARY SCHOOL', 'station_type': 'School', 'registered': 3082, 'turnout': 0.5191434133679429, 'tent': 0}]"
79800008,Johannesburg,18048,6382,127,9,0.3606,0.0195,ANC,0.5028,0.3477,3.2279,0.5028,0.0725,0.1551,0.1523,0.0,0.695,0.3993,-3.8688,Medium risk,0.3611,0.3091,0.4131,8,"[{'VotingDistrict': 32860694, 'station': 'APEX PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1975, 'turnout': 0.3681012658227848, 'tent': 0}, {'VotingDistrict': 32860706, 'station': 'BIG BEAR CRECHE', 'station_type': 'Other', 'registered': 1857, 'turnout': 0.38556812062466345, 'tent': 0}, {'VotingDistrict': 32862483, 'station': 'LAWLEY COMMUNITY CRECHE', 'station_type': 'Hall/Centre', 'registered': 2811, 'turnout': 0.3649946638207044, 'tent': 0}]"
79800009,Johannesburg,18174,8453,60,8,0.4684,0.007,AlJama,0.49,0.3131,3.1837,0.1676,0.1769,0.0157,0.1185,0.0,0.5701,0.4336,3.4861,Low risk,0.4662,0.4142,0.5182,9,"[{'VotingDistrict': 32860616, 'station': 'HARMONY PRIMARY  SCHOOL', 'station_type': 'School', 'registered': 1713, 'turnout': 0.5388207822533567, 'tent': 0}, {'VotingDistrict': 32860638, 'station': 'LENASIA CIVIC CENTRE', 'station_type': 'Hall/Centre', 'registered': 3049, 'turnout': 0.3463430632994424, 'tent': 0}, {'VotingDistrict': 32860649, 'station': 'PARK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2389, 'turnout': 0.490163248221013, 'tent': 0}]"
