ward_id,metro,registered,valid,spoilt,n_vd,turnout,spoilt_rate,winner,winner_share,margin,enp,share_ANC,share_DA,share_EFF,share_ActionSA,tent_share,deprivation_score,pred_turnout,ward_gap_pp,risk_tier,forecast_2026,forecast_lo,forecast_hi,ward_num,top_vds
79700001,Ekurhuleni,16935,11911,161,9,0.7128,0.0133,DA,0.592,0.3508,2.3407,0.2412,0.592,0.1349,0.0,0.0262,0.4407,0.5038,20.9054,Low risk,0.6989,0.6469,0.7509,1,"[{'VotingDistrict': 32910230, 'station': 'OLIFANTFONTEIN COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 1982, 'turnout': 0.5322906155398587, 'tent': 0}, {'VotingDistrict': 32910331, 'station': 'MIDSTREAM COLLEGE', 'station_type': 'School', 'registered': 3720, 'turnout': 0.7889784946236559, 'tent': 0}, {'VotingDistrict': 32910375, 'station': 'HOSANNA KINGDOM CHURCH', 'station_type': 'Church', 'registered': 2272, 'turnout': 0.5532570422535211, 'tent': 0}]"
79700002,Ekurhuleni,14109,6348,137,6,0.4596,0.0211,ANC,0.544,0.2109,2.4144,0.544,0.0695,0.333,0.0,0.0,0.6574,0.4072,5.2398,Low risk,0.4438,0.3918,0.4958,2,"[{'VotingDistrict': 32890080, 'station': 'ASSEMBLIES OF GOD.', 'station_type': 'Other', 'registered': 1831, 'turnout': 0.3200436919716002, 'tent': 0}, {'VotingDistrict': 32890103, 'station': 'ENTSHONALANGA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3343, 'turnout': 0.4795094226742447, 'tent': 0}, {'VotingDistrict': 32890114, 'station': 'TLAMATLAMA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2460, 'turnout': 0.5166666666666667, 'tent': 0}]"
79700003,Ekurhuleni,14856,5728,227,4,0.4008,0.0381,ANC,0.4804,0.0237,2.2629,0.4804,0.048,0.4567,0.0,0.0,0.6797,0.4036,-0.2738,Medium risk,0.3985,0.3465,0.4505,3,"[{'VotingDistrict': 32890068, 'station': 'WINNIE MANDELA SECONDARY SCHOOL.', 'station_type': 'School', 'registered': 5137, 'turnout': 0.40490558691843487, 'tent': 0}, {'VotingDistrict': 32890079, 'station': 'WINNIE MANDELA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3943, 'turnout': 0.3532843012934314, 'tent': 0}, {'VotingDistrict': 32890091, 'station': 'REAGILE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4491, 'turnout': 0.4148296593186373, 'tent': 0}]"
79700004,Ekurhuleni,11875,5920,136,5,0.51,0.0225,ANC,0.7316,0.5698,1.7631,0.7316,0.0662,0.1618,0.0,0.0,0.6637,0.4229,8.7075,Low risk,0.5175,0.4655,0.5695,4,"[{'VotingDistrict': 32890192, 'station': 'MARHULANA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2336, 'turnout': 0.5428082191780822, 'tent': 0}, {'VotingDistrict': 32890204, 'station': 'SHUKUMANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2826, 'turnout': 0.49044585987261147, 'tent': 0}, {'VotingDistrict': 32890215, 'station': 'ECALENI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1724, 'turnout': 0.5382830626450116, 'tent': 0}]"
79700005,Ekurhuleni,12413,5886,117,6,0.4836,0.0195,ANC,0.5906,0.2963,2.2623,0.5906,0.0686,0.2943,0.0,0.0,0.6538,0.4108,7.2825,Low risk,0.4656,0.4136,0.5176,5,"[{'VotingDistrict': 32890158, 'station': 'BOITUMELONG SENIOR SECONDARY  SCHOOL', 'station_type': 'School', 'registered': 2665, 'turnout': 0.47617260787992494, 'tent': 0}, {'VotingDistrict': 32890169, 'station': 'THLAKANANG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3059, 'turnout': 0.466492317750899, 'tent': 0}, {'VotingDistrict': 32890259, 'station': 'SEDIBENG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1958, 'turnout': 0.5449438202247191, 'tent': 0}]"
79700006,Ekurhuleni,11995,5734,156,6,0.491,0.0265,ANC,0.7183,0.5326,1.8012,0.7183,0.0586,0.1857,0.0,0.0,0.6721,0.4204,7.0654,Low risk,0.4728,0.4208,0.5248,6,"[{'VotingDistrict': 32890293, 'station': 'MVELAPHANDA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2452, 'turnout': 0.46288743882544864, 'tent': 0}, {'VotingDistrict': 32890338, 'station': 'TEMBISA HIGH SCHOOL', 'station_type': 'School', 'registered': 1293, 'turnout': 0.47641144624903325, 'tent': 0}, {'VotingDistrict': 32890349, 'station': 'CHILD ACADEMY EDUCARE CENTRE', 'station_type': 'School', 'registered': 1768, 'turnout': 0.5090497737556561, 'tent': 0}]"
79700007,Ekurhuleni,12336,6239,106,6,0.5143,0.0167,ANC,0.6137,0.368,2.231,0.6137,0.0987,0.2457,0.0,0.0,0.6359,0.4171,9.7248,Low risk,0.5226,0.4706,0.5746,7,"[{'VotingDistrict': 32890305, 'station': 'THUTO KE MATLA COMPREHENSIVE SCHOOL', 'station_type': 'School', 'registered': 2170, 'turnout': 0.4751152073732719, 'tent': 0}, {'VotingDistrict': 32890316, 'station': 'TRANSVAAL BASOTHO LUTHERN CHURCH', 'station_type': 'Church', 'registered': 3050, 'turnout': 0.4763934426229508, 'tent': 0}, {'VotingDistrict': 32890327, 'station': 'BERTHARRY ENGLISH PRIVATE SCHOOL', 'station_type': 'School', 'registered': 3477, 'turnout': 0.455277538107564, 'tent': 0}]"
79700008,Ekurhuleni,15122,7395,240,6,0.5049,0.0314,ANC,0.5881,0.314,2.3239,0.5881,0.0738,0.2741,0.0,0.0,0.6426,0.4111,9.376,Low risk,0.5013,0.4493,0.5533,8,"[{'VotingDistrict': 32890260, 'station': 'EMANGWENI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3430, 'turnout': 0.4364431486880466, 'tent': 0}, {'VotingDistrict': 32890271, 'station': 'UNITED CONGREGATIONAL CHURCH OF S.A.', 'station_type': 'Church', 'registered': 3218, 'turnout': 0.4257302672467371, 'tent': 0}, {'VotingDistrict': 32890709, 'station': 'MUNICIPAL BUILDING ESSELENPARK EXT. 1', 'station_type': 'Other', 'registered': 4138, 'turnout': 0.4900918318028033, 'tent': 0}]"
79700009,Ekurhuleni,11767,5102,92,4,0.4414,0.0177,ANC,0.6105,0.3499,2.2243,0.6105,0.0849,0.2607,0.0,0.0,0.6717,0.4148,2.6647,Low risk,0.4211,0.3691,0.4731,9,"[{'VotingDistrict': 32890361, 'station': 'SEOTLOANA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4042, 'turnout': 0.4292429490351311, 'tent': 0}, {'VotingDistrict': 32890372, 'station': 'BULAMEHLO CREHCHE', 'station_type': 'Other', 'registered': 2957, 'turnout': 0.4010821778829895, 'tent': 0}, {'VotingDistrict': 32890383, 'station': 'GEREFORMEERDE KERK TEMBISA WEST', 'station_type': 'Church', 'registered': 1743, 'turnout': 0.5048766494549627, 'tent': 0}]"
79700010,Ekurhuleni,12049,5929,175,4,0.5066,0.0287,ANC,0.6556,0.4238,2.0449,0.6556,0.0521,0.2317,0.0,0.0,0.6573,0.414,9.2582,Low risk,0.4995,0.4475,0.5515,10,"[{'VotingDistrict': 32890394, 'station': 'BOJELONG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3525, 'turnout': 0.5163120567375886, 'tent': 0}, {'VotingDistrict': 32890417, 'station': 'WELAMLAMBO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1760, 'turnout': 0.43011363636363636, 'tent': 0}, {'VotingDistrict': 32900150, 'station': 'KHATLAMPING PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4128, 'turnout': 0.5266472868217055, 'tent': 0}]"
79700011,Ekurhuleni,14807,7215,119,5,0.4953,0.0162,ANC,0.6869,0.4967,1.9431,0.6869,0.057,0.1902,0.0,0.0,0.6659,0.4178,7.7537,Low risk,0.4735,0.4215,0.5255,11,"[{'VotingDistrict': 32900161, 'station': 'IPONTSHE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3302, 'turnout': 0.49182313749242884, 'tent': 0}, {'VotingDistrict': 32900172, 'station': 'METHODIST CHURCH OF SA', 'station_type': 'Church', 'registered': 2657, 'turnout': 0.47835905156191194, 'tent': 0}, {'VotingDistrict': 32900183, 'station': 'PHUTHUMANI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4076, 'turnout': 0.47546614327772324, 'tent': 0}]"
79700012,Ekurhuleni,15485,6965,123,4,0.4577,0.0174,ANC,0.512,0.208,2.7289,0.512,0.0807,0.3039,0.0,0.0,0.6506,0.4043,5.3412,Low risk,0.437,0.385,0.489,12,"[{'VotingDistrict': 32900116, 'station': 'OR TAMBO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 5210, 'turnout': 0.4650671785028791, 'tent': 0}, {'VotingDistrict': 32900127, 'station': 'PHOMOLONG PRIMARY SCHOOL', 'station_type': 'School', 'registered': 5112, 'turnout': 0.4753521126760563, 'tent': 0}, {'VotingDistrict': 32900149, 'station': 'PETER ZONGWANE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4695, 'turnout': 0.41661341853035144, 'tent': 0}]"
79700013,Ekurhuleni,13594,7174,87,3,0.5341,0.012,ANC,0.4416,0.1733,3.0097,0.4416,0.2683,0.254,0.0,0.0,0.5588,0.4278,10.6326,Low risk,0.5217,0.4697,0.5737,13,"[{'VotingDistrict': 32890529, 'station': 'BIRCH ACRES PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4257, 'turnout': 0.6347192858820766, 'tent': 0}, {'VotingDistrict': 32890697, 'station': 'DOMINION LIFE CATHEDRAL CHURCH ( BIRCH ACRES)', 'station_type': 'Church', 'registered': 3741, 'turnout': 0.5121625233894681, 'tent': 0}, {'VotingDistrict': 32900138, 'station': 'PHOMOLONG SECONDARY SCHOOL', 'station_type': 'School', 'registered': 5596, 'turnout': 0.47230164403145103, 'tent': 0}]"
79700014,Ekurhuleni,14728,7609,139,6,0.5261,0.0179,ANC,0.6864,0.5438,1.9771,0.6864,0.0965,0.1426,0.0,0.0,0.6421,0.4245,10.1542,Low risk,0.4816,0.4296,0.5336,14,"[{'VotingDistrict': 32890428, 'station': 'NYIKO PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3193, 'turnout': 0.49859066708424676, 'tent': 0}, {'VotingDistrict': 32890439, 'station': 'MASISEBENZE COMPREHENSIVE SCHOOL', 'station_type': 'School', 'registered': 3640, 'turnout': 0.49862637362637363, 'tent': 0}, {'VotingDistrict': 32890440, 'station': 'MASIQHAKAZE SECONDARY SCHOOL', 'station_type': 'School', 'registered': 2708, 'turnout': 0.5542836041358936, 'tent': 0}]"
79700015,Ekurhuleni,16287,11043,68,4,0.6822,0.0061,DA,0.8791,0.8185,1.2855,0.0606,0.8791,0.022,0.0,0.0,0.2823,0.5965,8.5729,Low risk,0.6359,0.5839,0.6879,15,"[{'VotingDistrict': 32890013, 'station': 'LAERSKOOL KRUINSIG', 'station_type': 'School', 'registered': 6256, 'turnout': 0.6123721227621484, 'tent': 0}, {'VotingDistrict': 32890507, 'station': 'WYNAND MARAIS HALL', 'station_type': 'Hall/Centre', 'registered': 4448, 'turnout': 0.6432104316546763, 'tent': 0}, {'VotingDistrict': 32890552, 'station': 'HOËRSKOOL JEUGLAND', 'station_type': 'Other', 'registered': 4133, 'turnout': 0.740140333897895, 'tent': 0}]"
79700016,Ekurhuleni,14302,9102,49,5,0.6398,0.0054,DA,0.7915,0.6839,1.5578,0.1076,0.7915,0.0544,0.0,0.0,0.3303,0.5706,6.9287,Low risk,0.6122,0.5602,0.6642,16,"[{'VotingDistrict': 32890024, 'station': 'ASTON MANOR PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2752, 'turnout': 0.7278343023255814, 'tent': 0}, {'VotingDistrict': 32890046, 'station': 'THE OLD APOSTOLIC CHURCH', 'station_type': 'Church', 'registered': 3093, 'turnout': 0.72971225347559, 'tent': 0}, {'VotingDistrict': 32890585, 'station': 'CIVIC CENTRE KEMPTON PARK', 'station_type': 'Hall/Centre', 'registered': 4159, 'turnout': 0.4323154604472229, 'tent': 0}]"
79700017,Ekurhuleni,15327,9921,45,4,0.6502,0.0045,DA,0.8016,0.6943,1.5214,0.1073,0.8016,0.0496,0.0,0.0,0.3231,0.5731,7.7095,Low risk,0.6155,0.5635,0.6675,17,"[{'VotingDistrict': 32890035, 'station': 'LAERSKOOL KEMPTON PARK', 'station_type': 'School', 'registered': 3503, 'turnout': 0.4450471024835855, 'tent': 0}, {'VotingDistrict': 32890608, 'station': 'CRESSLAWN PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4215, 'turnout': 0.631791221826809, 'tent': 0}, {'VotingDistrict': 33020480, 'station': 'SUMMERFIELD PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4567, 'turnout': 0.7858550470768557, 'tent': 0}]"
79700018,Ekurhuleni,15948,10857,44,4,0.6835,0.004,DA,0.8993,0.8251,1.2276,0.0742,0.8993,0.0154,0.0,0.0,0.2787,0.5999,8.3631,Low risk,0.6677,0.6157,0.7197,18,"[{'VotingDistrict': 32900037, 'station': 'TRINITY PRESBYTERIAN CHURCH', 'station_type': 'Church', 'registered': 2540, 'turnout': 0.7228346456692913, 'tent': 0}, {'VotingDistrict': 32900048, 'station': 'EDENVALE COMMUNITY CENTRE', 'station_type': 'Hall/Centre', 'registered': 3390, 'turnout': 0.6581120943952803, 'tent': 0}, {'VotingDistrict': 32900082, 'station': 'EDENGLEN PRIMARY SCHOOL', 'station_type': 'School', 'registered': 6793, 'turnout': 0.6809951420580009, 'tent': 0}]"
79700019,Ekurhuleni,14075,9580,202,5,0.695,0.0207,DA,0.9485,0.9237,1.1104,0.0,0.9485,0.0248,0.0,0.0,0.2501,0.6175,7.7455,Low risk,0.6605,0.6085,0.7125,19,"[{'VotingDistrict': 32900015, 'station': 'DUNVEGAN PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3236, 'turnout': 0.727132262051916, 'tent': 0}, {'VotingDistrict': 32900026, 'station': 'EDENVALE HIGH SCHOOL', 'station_type': 'School', 'registered': 2601, 'turnout': 0.7220299884659747, 'tent': 0}, {'VotingDistrict': 32900059, 'station': 'NEWDAY  CHURCH', 'station_type': 'Church', 'registered': 1974, 'turnout': 0.6458966565349544, 'tent': 0}]"
79700020,Ekurhuleni,15884,11010,61,5,0.697,0.0055,DA,0.874,0.7841,1.2943,0.0899,0.874,0.024,0.0,0.0,0.2813,0.5924,10.4544,Low risk,0.6549,0.6029,0.7069,20,"[{'VotingDistrict': 33060800, 'station': 'BEDFORDVIEW HIGH SCHOOL', 'station_type': 'School', 'registered': 1863, 'turnout': 0.6494900697799249, 'tent': 0}, {'VotingDistrict': 33060811, 'station': 'BEDFORDVIEW CITY HALL', 'station_type': 'Hall/Centre', 'registered': 4944, 'turnout': 0.6379449838187702, 'tent': 0}, {'VotingDistrict': 33060822, 'station': 'CORNERSTONE CHURCH', 'station_type': 'Church', 'registered': 2227, 'turnout': 0.7310282891782667, 'tent': 0}]"
79700021,Ekurhuleni,14205,5383,230,5,0.3951,0.041,ANC,0.5241,0.217,2.6377,0.5241,0.0788,0.3071,0.0,0.0,0.6811,0.4055,-1.0367,Medium risk,0.4053,0.3533,0.4573,21,"[{'VotingDistrict': 33020514, 'station': 'THEMBELIHLE DAY CARE CENTRE', 'station_type': 'Hall/Centre', 'registered': 3976, 'turnout': 0.426307847082495, 'tent': 0}, {'VotingDistrict': 33020716, 'station': 'JERUSALEM CHURCH', 'station_type': 'Church', 'registered': 2415, 'turnout': 0.48530020703933746, 'tent': 0}, {'VotingDistrict': 33020727, 'station': 'TSWELOPELE PRE SCHOOL AND CRECHE', 'station_type': 'School', 'registered': 1117, 'turnout': 0.4243509400179051, 'tent': 0}]"
79700022,Ekurhuleni,15172,10460,46,4,0.6925,0.0044,DA,0.8557,0.7966,1.3551,0.0592,0.8557,0.0231,0.0,0.0,0.2833,0.591,10.1448,Low risk,0.6683,0.6163,0.7203,22,"[{'VotingDistrict': 33020536, 'station': 'LAERSKOOL CONCORDIA', 'station_type': 'School', 'registered': 4821, 'turnout': 0.6965359883841526, 'tent': 0}, {'VotingDistrict': 33020569, 'station': 'LAERSKOOL GOUDRAND', 'station_type': 'School', 'registered': 3981, 'turnout': 0.6206983170057775, 'tent': 0}, {'VotingDistrict': 33020570, 'station': 'WHISPERING WILLOW CONFERENCE CENTRE', 'station_type': 'Hall/Centre', 'registered': 2220, 'turnout': 0.727027027027027, 'tent': 0}]"
79700023,Ekurhuleni,14105,10048,73,5,0.7175,0.0072,DA,0.8779,0.8131,1.2887,0.0648,0.8779,0.0212,0.0,0.0,0.2674,0.5958,12.178,Low risk,0.697,0.645,0.749,23,"[{'VotingDistrict': 32890057, 'station': 'BONAERO PARK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4792, 'turnout': 0.6454507512520868, 'tent': 0}, {'VotingDistrict': 32890866, 'station': 'EVANGELICAL LUTHERAN CONGREGATION  - KEMPTON PARK', 'station_type': 'Other', 'registered': 1022, 'turnout': 0.8884540117416829, 'tent': 0}, {'VotingDistrict': 33010625, 'station': 'LADY FATIMA CHURCH', 'station_type': 'Church', 'registered': 3559, 'turnout': 0.7296993537510537, 'tent': 0}]"
79700024,Ekurhuleni,14815,9602,229,5,0.6636,0.0233,DA,0.7169,0.5318,1.8107,0.1852,0.7169,0.0566,0.0,0.0,0.3499,0.5443,11.9268,Low risk,0.6223,0.5703,0.6743,24,"[{'VotingDistrict': 33010580, 'station': 'MUSIC ACADEMY OF GAUTENG', 'station_type': 'School', 'registered': 1198, 'turnout': 0.5392320534223706, 'tent': 0}, {'VotingDistrict': 33010591, 'station': 'CRYSTAL PARK HEALTH CLINIC', 'station_type': 'Other', 'registered': 2868, 'turnout': 0.5920502092050209, 'tent': 0}, {'VotingDistrict': 33010614, 'station': 'KATHSTAN COLLEGE', 'station_type': 'School', 'registered': 2913, 'turnout': 0.7161002403020941, 'tent': 0}]"
79700025,Ekurhuleni,14998,9778,68,7,0.6565,0.0069,DA,0.7416,0.5712,1.72,0.1704,0.7416,0.0337,0.0,0.0,0.3447,0.552,10.4445,Low risk,0.6286,0.5766,0.6806,25,"[{'VotingDistrict': 32890226, 'station': 'BREDEL LAERSKOOL', 'station_type': 'School', 'registered': 4381, 'turnout': 0.6156128737731111, 'tent': 0}, {'VotingDistrict': 32890877, 'station': 'OOSRAND AKADEMIE', 'station_type': 'Other', 'registered': 2491, 'turnout': 0.853472501003613, 'tent': 0}, {'VotingDistrict': 33010568, 'station': 'PUTFONTEIN PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1821, 'turnout': 0.7199341021416804, 'tent': 0}]"
79700026,Ekurhuleni,15223,7465,212,6,0.5043,0.0276,ANC,0.6216,0.4729,2.3075,0.6216,0.0718,0.1487,0.0,0.0,0.6483,0.4155,8.8779,Low risk,0.4908,0.4388,0.5428,26,"[{'VotingDistrict': 33010142, 'station': 'BARCELONA SHOW HOUSES(WATER TANK)', 'station_type': 'Other', 'registered': 3101, 'turnout': 0.48306997742663654, 'tent': 0}, {'VotingDistrict': 33010153, 'station': 'ETWATWA EXT 23 NEW SCHOOL', 'station_type': 'School', 'registered': 1943, 'turnout': 0.5476067936181163, 'tent': 0}, {'VotingDistrict': 33010164, 'station': 'ELOHIM COMMUNITY CHURCH', 'station_type': 'Church', 'registered': 2864, 'turnout': 0.5261871508379888, 'tent': 0}]"
79700027,Ekurhuleni,16207,11696,38,4,0.724,0.0032,DA,0.9189,0.8839,1.1818,0.035,0.9189,0.0115,0.0,0.0,0.2497,0.6083,11.5746,Low risk,0.685,0.633,0.737,27,"[{'VotingDistrict': 33010647, 'station': 'EAST RAND SPEEDBOAT CLUB', 'station_type': 'Other', 'registered': 3665, 'turnout': 0.7517053206002728, 'tent': 0}, {'VotingDistrict': 33010658, 'station': 'ST ANDREWS COMMUNITY CHURCH', 'station_type': 'Church', 'registered': 3872, 'turnout': 0.7151342975206612, 'tent': 0}, {'VotingDistrict': 33010669, 'station': 'JOHN BARRABLE HALL', 'station_type': 'Hall/Centre', 'registered': 4644, 'turnout': 0.7314814814814815, 'tent': 0}]"
79700028,Ekurhuleni,12531,8679,48,3,0.6964,0.0055,DA,0.9062,0.8503,1.2125,0.0559,0.9062,0.0084,0.0,0.0,0.2684,0.6033,9.3153,Low risk,0.6812,0.6292,0.7332,28,"[{'VotingDistrict': 33010681, 'station': 'BELVEDERE SCHOOL', 'station_type': 'School', 'registered': 5082, 'turnout': 0.7180243998425817, 'tent': 0}, {'VotingDistrict': 33010715, 'station': 'BENONI BAPTIST CHURCH', 'station_type': 'Church', 'registered': 3807, 'turnout': 0.7375886524822695, 'tent': 0}, {'VotingDistrict': 33010726, 'station': 'GAUTENG EASTERN TENNIS ASSOCIATION', 'station_type': 'Other', 'registered': 3642, 'turnout': 0.6232839099395936, 'tent': 0}]"
79700029,Ekurhuleni,12822,6436,103,5,0.51,0.0158,DA,0.4386,0.0612,2.8744,0.3774,0.4386,0.0339,0.0,0.0,0.5175,0.4537,5.6259,Low risk,0.4857,0.4337,0.5377,29,"[{'VotingDistrict': 33010760, 'station': 'SIYENZIWE DAY CARE', 'station_type': 'Other', 'registered': 3003, 'turnout': 0.4412254412254412, 'tent': 0}, {'VotingDistrict': 33010771, 'station': ""ST JOSEPH'S CATHOLIC CHURCH HALL"", 'station_type': 'Church', 'registered': 1556, 'turnout': 0.615681233933162, 'tent': 0}, {'VotingDistrict': 33010782, 'station': 'ACTONVILLE COMMUNITY HALL', 'station_type': 'Hall/Centre', 'registered': 3326, 'turnout': 0.5351773902585688, 'tent': 0}]"
79700030,Ekurhuleni,12307,6490,175,6,0.5416,0.0263,ANC,0.7612,0.6664,1.6736,0.7612,0.088,0.0948,0.0,0.0,0.6485,0.4298,11.1729,Low risk,0.5209,0.4689,0.5729,30,"[{'VotingDistrict': 33010793, 'station': 'SOLOMON MOTLANA PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2127, 'turnout': 0.5604137282557593, 'tent': 0}, {'VotingDistrict': 33010816, 'station': 'ISAAC MAKAU PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1983, 'turnout': 0.5607665153807363, 'tent': 0}, {'VotingDistrict': 33010827, 'station': 'WATTVILLE DAYCARE CENTRE', 'station_type': 'Hall/Centre', 'registered': 2830, 'turnout': 0.5413427561837456, 'tent': 0}]"
79700031,Ekurhuleni,16096,10188,114,6,0.64,0.0111,DA,0.4752,0.0475,2.4178,0.4277,0.4752,0.068,0.0,0.0,0.4573,0.4644,17.5626,Low risk,0.6118,0.5598,0.6638,31,"[{'VotingDistrict': 33010209, 'station': 'EKUKHANYENI INTERMEDIATE SCHOOL', 'station_type': 'School', 'registered': 2940, 'turnout': 0.5670068027210884, 'tent': 0}, {'VotingDistrict': 33010850, 'station': 'WATTVILLE YOUTH CENTRE', 'station_type': 'Hall/Centre', 'registered': 2983, 'turnout': 0.5487763995977204, 'tent': 0}, {'VotingDistrict': 33020345, 'station': 'VAN DYK PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4543, 'turnout': 0.7004182258419547, 'tent': 0}]"
79700032,Ekurhuleni,13829,9306,50,6,0.6765,0.0053,DA,0.8396,0.7467,1.3988,0.0928,0.8396,0.0275,0.0,0.0,0.2996,0.5839,9.2689,Low risk,0.684,0.632,0.736,32,"[{'VotingDistrict': 33020356, 'station': 'PARKRAND PRIMARY SCHOOL', 'station_type': 'School', 'registered': 1982, 'turnout': 0.7401614530776993, 'tent': 0}, {'VotingDistrict': 33020367, 'station': 'BAANBREKER LAERSKOOL', 'station_type': 'School', 'registered': 2958, 'turnout': 0.7809330628803245, 'tent': 0}, {'VotingDistrict': 33020378, 'station': 'PARKDENE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3425, 'turnout': 0.6910948905109489, 'tent': 0}]"
79700033,Ekurhuleni,14598,8541,153,7,0.5956,0.0176,DA,0.6143,0.4032,2.3112,0.2111,0.6143,0.0943,0.0,0.1248,0.7596,0.5045,9.1052,Low risk,0.5775,0.5255,0.6295,33,"[{'VotingDistrict': 33020479, 'station': 'TENT (DELMOORE PARK)', 'station_type': 'Tent', 'registered': 1822, 'turnout': 0.562019758507135, 'tent': 1}, {'VotingDistrict': 33020503, 'station': 'LIGHT OF THE WORLD MINISTRIES', 'station_type': 'Church', 'registered': 4023, 'turnout': 0.3939845886154611, 'tent': 0}, {'VotingDistrict': 33020525, 'station': 'LAERSKOOL WITFIELD.', 'station_type': 'School', 'registered': 2773, 'turnout': 0.71222502704652, 'tent': 0}]"
79700034,Ekurhuleni,12172,7575,232,5,0.6414,0.0297,DA,0.6504,0.4074,2.0593,0.243,0.6504,0.0378,0.0,0.0,0.3852,0.5216,11.9803,Low risk,0.6063,0.5543,0.6583,34,"[{'VotingDistrict': 33020390, 'station': 'DROMMEDARIS PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2959, 'turnout': 0.6671172693477526, 'tent': 0}, {'VotingDistrict': 33020402, 'station': 'OOSRAND SEKONDÊRE SKOOL', 'station_type': 'Other', 'registered': 1359, 'turnout': 0.6629874908020603, 'tent': 0}, {'VotingDistrict': 33020413, 'station': 'CHRISTIAN REFORMED - CHURCH', 'station_type': 'Church', 'registered': 3133, 'turnout': 0.6865624002553463, 'tent': 0}]"
79700035,Ekurhuleni,15030,6389,116,5,0.4328,0.0178,ANC,0.4755,0.2251,2.9818,0.4755,0.2504,0.2121,0.0,0.0,0.614,0.4259,0.6904,Low risk,0.4322,0.3802,0.4842,35,"[{'VotingDistrict': 33060721, 'station': 'GALWAY PRIMARY SCHOOL', 'station_type': 'School', 'registered': 3838, 'turnout': 0.37701928087545594, 'tent': 0}, {'VotingDistrict': 33060732, 'station': 'DUKATHOLE CLINIC', 'station_type': 'Other', 'registered': 3199, 'turnout': 0.44763988746483274, 'tent': 0}, {'VotingDistrict': 33060743, 'station': 'EKURHULENI PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2936, 'turnout': 0.470708446866485, 'tent': 0}]"
79700036,Ekurhuleni,15484,10121,59,6,0.6575,0.0058,DA,0.7975,0.6781,1.5319,0.1194,0.7975,0.0398,0.0,0.0,0.3227,0.571,8.6486,Low risk,0.6194,0.5674,0.6714,36,"[{'VotingDistrict': 33060710, 'station': 'GERMISTON HIGH SCHOOL', 'station_type': 'School', 'registered': 1543, 'turnout': 0.6377187297472456, 'tent': 0}, {'VotingDistrict': 33060787, 'station': 'WYCHWOOD PRIMARY SCHOOL', 'station_type': 'School', 'registered': 2985, 'turnout': 0.5939698492462312, 'tent': 0}, {'VotingDistrict': 33060798, 'station': 'PRIMROSE PRIMARY SCHOOL', 'station_type': 'School', 'registered': 4198, 'turnout': 0.6086231538828013, 'tent': 0}]"
79700037,Ekurhuleni,15972,11127,42,4,0.6993,0.0038,DA,0.8372,0.7722,1.4119,0.065,0.8372,0.023,0.0,0.0,0.2858,0.586,11.3334,Low risk,0.6814,0.6294,0.7334,37,"[{'VotingDistrict': 33000275, 'station': 'ALBERTON RUGBY CLUB', 'station_type': 'Other', 'registered': 3615, 'turnout': 0.7615491009681881, 'tent': 0}, {'VotingDistrict': 33000309, 'station': 'LAERSKOOL PRESIDENT STEYN', 'station_type': 'School', 'registered': 4836, 'turnout': 0.7363523573200993, 'tent': 0}, {'VotingDistrict': 33000321, 'station': 'ALBERTON TEACHER`S CENTRE', 'station_type': 'Hall/Centre', 'registered': 3709, 'turnout': 0.6214613103262335, 'tent': 0}]"
